"","habitatbenthopelagic","habitatdemersal","habitatpelagic","SpecCode","waterbrack","watersaltwater","Species","Genus","Subfamily","Family","Order","Class","SuperClass","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Meiacanthus_ditrema",1,0,0,6068,0,1,"Meiacanthus ditrema","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,28.5
"Meiacanthus_erdmanni",1,0,0,66289,0,1,"Meiacanthus erdmanni","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.20000004768372,NA,NA,NA,NA,NA,NA,NA
"Meiacanthus_fraseri",0,1,0,59656,0,1,"Meiacanthus fraseri","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,27.3
"Meiacanthus_geminatus",0,1,0,46628,0,1,"Meiacanthus geminatus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,28.8
"Meiacanthus_grammistes",1,0,0,6069,0,1,"Meiacanthus grammistes","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,-1.19776712228502,-1.38838436713917,-0.302057140095045,-0.906790887061418,28.7
"Meiacanthus_kamoharai",1,0,0,23758,0,1,"Meiacanthus kamoharai","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA
"Meiacanthus_limbatus",0,1,0,46613,0,1,"Meiacanthus limbatus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.21000003814697,NA,NA,NA,NA,NA,NA,28.4
"Meiacanthus_lineatus",1,0,0,13746,0,1,"Meiacanthus lineatus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,NA,NA,NA,NA,NA
"Meiacanthus_luteus",1,0,0,13747,0,1,"Meiacanthus luteus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.42000007629395,NA,NA,NA,NA,NA,NA,26.1
"Meiacanthus_mossambicus",1,0,0,12755,0,1,"Meiacanthus mossambicus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,27.5
"Meiacanthus_naevius",1,0,0,46621,0,1,"Meiacanthus naevius","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.20000004768372,NA,NA,NA,NA,NA,NA,NA
"Meiacanthus_nigrolineatus",1,0,0,12641,0,1,"Meiacanthus nigrolineatus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,27.2
"Meiacanthus_oualanensis",1,0,0,46684,0,1,"Meiacanthus oualanensis","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.46000003814697,NA,NA,NA,NA,NA,NA,NA
"Meiacanthus_phaeus",1,0,0,61228,0,1,"Meiacanthus phaeus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,26.1
"Meiacanthus_procne",1,0,0,46696,0,1,"Meiacanthus procne","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.36999988555908,NA,NA,NA,NA,NA,NA,NA
"Meiacanthus_reticulatus",1,0,0,46723,0,1,"Meiacanthus reticulatus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,28.5
"Meiacanthus_smithi",1,0,0,7807,0,1,"Meiacanthus smithi","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.36999988555908,NA,NA,-0.992119445089003,-1.32535072522626,-0.26909590411407,-0.878622917032502,28.8
"Meiacanthus_solomon",0,1,0,69240,0,1,"Meiacanthus solomon","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.14000010490417,NA,NA,NA,NA,NA,NA,NA
"Meiacanthus_tongaensis",0,0,1,46688,0,1,"Meiacanthus tongaensis","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.46000003814697,NA,NA,NA,NA,NA,NA,28.1
"Meiacanthus_urostigma",0,1,0,61232,0,1,"Meiacanthus urostigma","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,29
"Meiacanthus_vicinus",0,1,0,46632,0,1,"Meiacanthus vicinus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,28.9
"Meiacanthus_vittatus",1,0,0,13049,0,1,"Meiacanthus vittatus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.36999988555908,NA,NA,NA,NA,NA,NA,28.8
"Melamphaes_acanthomus",0,0,1,12544,0,1,"Melamphaes acanthomus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,NA,NA,NA,NA,4.4
"Melamphaes_contradictorius",0,0,1,68863,0,1,"Melamphaes contradictorius","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_danae",0,0,1,16854,0,1,"Melamphaes danae","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.23,NA,NA,NA,NA,NA,NA,20.9
"Melamphaes_ebelingi",0,0,1,59571,0,1,"Melamphaes ebelingi","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.73000001907349,NA,NA,NA,NA,NA,NA,2.3
"Melamphaes_eulepis",0,0,1,9050,0,1,"Melamphaes eulepis","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,17.9
"Melamphaes_falsidicus",0,0,1,66302,0,1,"Melamphaes falsidicus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_hubbsi",0,0,1,9052,0,1,"Melamphaes hubbsi","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.15000009536743,NA,NA,NA,NA,NA,NA,12.5
"Melamphaes_inconspicuus",0,0,1,69359,0,1,"Melamphaes inconspicuus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_indicus",0,0,1,55110,0,1,"Melamphaes indicus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,NA,NA,NA,NA,12.9
"Melamphaes_janae",1,0,0,54128,0,1,"Melamphaes janae","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,12.1
"Melamphaes_kobylyanskyi",0,0,1,69360,0,1,"Melamphaes kobylyanskyi","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_laeviceps",0,0,1,55111,0,1,"Melamphaes laeviceps","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,NA,NA,NA,NA,1.9
"Melamphaes_lentiginosus",0,0,1,69358,0,1,"Melamphaes lentiginosus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_leprus",0,0,1,9053,0,1,"Melamphaes leprus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.66000008583069,NA,NA,NA,NA,NA,NA,14
"Melamphaes_longivelis",0,0,1,9054,0,1,"Melamphaes longivelis","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.64000010490417,NA,NA,NA,NA,NA,NA,24.4
"Melamphaes_lugubris",0,0,1,16586,0,1,"Melamphaes lugubris","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.55999994277954,NA,NA,-1.44994800636304,-0.678363525900753,-0.392581763337164,-0.489447674476377,3.7
"Melamphaes_macrocephalus",0,0,1,55112,0,1,"Melamphaes macrocephalus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.70000004768372,NA,NA,NA,NA,NA,NA,13.2
"Melamphaes_manifestus",0,0,1,66305,0,1,"Melamphaes manifestus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_microps",0,0,1,7146,0,1,"Melamphaes microps","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.59999990463257,NA,NA,NA,NA,NA,NA,4.4
"Melamphaes_nikolayi",0,0,1,67441,0,1,"Melamphaes nikolayi","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_occlusus",0,0,1,67440,0,1,"Melamphaes occlusus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.67000007629395,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_pachystomus",0,0,1,66303,0,1,"Melamphaes pachystomus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_papavereus",0,0,1,69008,0,1,"Melamphaes papavereus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_parini",0,0,1,59573,0,1,"Melamphaes parini","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.66000008583069,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_parvus",0,0,1,57503,0,1,"Melamphaes parvus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,NA,NA,NA,NA,5.5
"Melamphaes_polylepis",0,0,1,17178,0,1,"Melamphaes polylepis","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,-1.34537057169535,-0.585659297345501,-0.332480137030321,-0.634222468552424,6.4
"Melamphaes_proximus",0,0,1,68862,0,1,"Melamphaes proximus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.58999991416931,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_pumilus",0,0,1,9055,0,1,"Melamphaes pumilus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,13.3
"Melamphaes_simus",0,0,1,16855,0,1,"Melamphaes simus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3,NA,NA,-1.62599704640868,-0.661175367775665,-0.270692407597523,-0.788787426781711,15.7
"Melamphaes_spinifer",0,0,1,55113,0,1,"Melamphaes spinifer","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,NA,NA,NA,NA,9.5
"Melamphaes_suborbitalis",0,0,1,17180,1,1,"Melamphaes suborbitalis","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.64000010490417,NA,NA,-1.26162849113734,-0.653950358819895,-0.286675669184009,-0.727458111660107,8.1
"Melamphaes_succedaneus",0,0,1,68865,0,1,"Melamphaes succedaneus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.64000010490417,NA,NA,NA,NA,NA,NA,NA
"Melamphaes_typhlops",0,0,1,17185,0,1,"Melamphaes typhlops","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.52999997138977,NA,NA,NA,NA,NA,NA,19.2
"Melamphaes_xestoachidus",0,0,1,66304,0,1,"Melamphaes xestoachidus","Melamphaes",NA,"Melamphaidae","Beryciformes","Teleostei","Osteichthyes",3.53102951370754,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,NA
"Melanocetus_eustalus",0,0,1,60856,0,1,"Melanocetus eustalus","Melanocetus",NA,"Melanocetidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.80999994277954,NA,NA,NA,NA,NA,NA,9.3
"Melanocetus_johnsonii",0,0,1,2292,0,1,"Melanocetus johnsonii","Melanocetus",NA,"Melanocetidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.07,NA,NA,-1.34138187437665,-0.348115346435547,0.0521247462367079,-0.580756028567183,7.4
"Melanocetus_murrayi",0,0,1,16882,0,1,"Melanocetus murrayi","Melanocetus",NA,"Melanocetidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.75999999046326,NA,NA,-1.31973069805646,-0.313012726386556,0.193415236390193,-0.504677768780206,2.7
"Melanocetus_niger",0,0,1,55134,0,1,"Melanocetus niger","Melanocetus",NA,"Melanocetidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.72000002861023,NA,NA,NA,NA,NA,NA,4.1
"Melanocetus_polyactis",0,0,1,66988,0,1,"Melanocetus polyactis","Melanocetus",NA,"Melanocetidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.6800000667572,NA,NA,NA,NA,NA,NA,2.3
"Melanocetus_rossi",0,0,1,7144,0,1,"Melanocetus rossi","Melanocetus",NA,"Melanocetidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.82999992370605,NA,NA,NA,NA,NA,NA,NA
"Melanogrammus_aeglefinus",0,1,0,1381,0,1,"Melanogrammus aeglefinus","Melanogrammus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",NA,1.27392005620026,3.56009866424801,2.65675690671466,0.260627450980392,8.13484012419223,0.31,4.03,4.24119108046945,13.6348483134052,-2.6677931193953,-1.02865212141822,-0.298874248082225,-0.821767893176449,8.4
"Melanolagus_bericoides",0,0,1,46,0,1,"Melanolagus bericoides","Melanolagus",NA,"Bathylagidae","Argentiniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,8.2
"Melanonus_gracilis",0,0,1,7130,0,1,"Melanonus gracilis","Melanonus",NA,"Melanonidae","Gadiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.47000002861023,NA,NA,-3.03166347134025,-0.855372103670498,-0.739870871628229,-0.62507471499967,1.4
"Melanonus_zugmayeri",0,0,1,5118,0,1,"Melanonus zugmayeri","Melanonus",NA,"Melanonidae","Gadiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.50999999046326,NA,NA,-3.07344139290701,-0.867121384942808,-0.464065195495698,-0.797440581080923,3.3
"Melanorhinus_boekei",0,0,1,53615,0,1,"Melanorhinus boekei","Melanorhinus","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.15000009536743,NA,NA,NA,NA,NA,NA,NA
"Melanorhinus_cyanellus",1,0,0,13524,0,1,"Melanorhinus cyanellus","Melanorhinus","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.16000008583069,NA,NA,NA,NA,NA,NA,NA
"Melanorhinus_microps",0,0,1,16524,0,1,"Melanorhinus microps","Melanorhinus","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.13000011444092,NA,NA,NA,NA,NA,NA,26.5
"Melanostigma_atlanticum",0,0,1,3150,0,1,"Melanostigma atlanticum","Melanostigma","Gymnelinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3,NA,3.76120011569356,NA,NA,NA,NA,5.8
"Melanostigma_bathium",0,0,1,7028,0,1,"Melanostigma bathium","Melanostigma","Gymnelinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.15000009536743,NA,NA,NA,NA,NA,NA,4.3
"Melanostigma_bellingshauseni",0,1,0,69527,0,1,"Melanostigma bellingshauseni","Melanostigma","Gymnelinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.20000004768372,NA,NA,NA,NA,NA,NA,NA
"Melanostigma_gelatinosum",0,0,1,7029,0,1,"Melanostigma gelatinosum","Melanostigma","Gymnelinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.23000001907349,NA,NA,NA,NA,NA,NA,5.1
"Melanostigma_inexpectatum",0,0,1,27540,0,1,"Melanostigma inexpectatum","Melanostigma","Gymnelinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.16000008583069,NA,NA,NA,NA,NA,NA,NA
"Melanostigma_kharini",0,0,1,68816,0,1,"Melanostigma kharini","Melanostigma","Gymnelinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,NA
"Melanostigma_orientale",0,0,1,24987,0,1,"Melanostigma orientale","Melanostigma","Gymnelinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,13.5
"Melanostigma_pammelas",0,0,1,5156,0,1,"Melanostigma pammelas","Melanostigma","Gymnelinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.15000009536743,NA,NA,-3.28027677449402,-0.989754679753434,-0.788071619502146,-0.866988377734337,4.3
"Melanostigma_vitiazi",0,0,1,7030,0,1,"Melanostigma vitiazi","Melanostigma","Gymnelinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,9.2
"Melanostomias_bartonbeani",0,0,1,11772,0,1,"Melanostomias bartonbeani","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,8.5
"Melanostomias_biseriatus",0,0,1,10161,0,1,"Melanostomias biseriatus","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,7.6
"Melanostomias_globulifer",0,0,1,24540,0,1,"Melanostomias globulifer","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1399998664856,NA,NA,NA,NA,NA,NA,NA
"Melanostomias_macrophotus",0,0,1,10162,0,1,"Melanostomias macrophotus","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.17999982833862,NA,NA,NA,NA,NA,NA,6.9
"Melanostomias_margaritifer",0,0,1,57904,0,1,"Melanostomias margaritifer","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.71000003814697,NA,NA,-1.82941310079527,-0.234241896026955,-0.43549707648442,-1.34681650928607,24.3
"Melanostomias_melanopogon",0,0,1,11776,0,1,"Melanostomias melanopogon","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
"Melanostomias_melanops",0,0,1,11778,0,1,"Melanostomias melanops","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,8.7
"Melanostomias_niger",0,0,1,11777,0,1,"Melanostomias niger","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.15000009536743,NA,NA,NA,NA,NA,NA,3
"Melanostomias_nigroaxialis",0,0,1,61145,0,1,"Melanostomias nigroaxialis","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1399998664856,NA,NA,NA,NA,NA,NA,NA
"Melanostomias_paucilaternatus",0,0,1,11781,0,1,"Melanostomias paucilaternatus","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.11999988555908,NA,NA,NA,NA,NA,NA,12.2
"Melanostomias_pauciradius",0,0,1,59221,0,1,"Melanostomias pauciradius","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1399998664856,NA,NA,NA,NA,NA,NA,2.5
"Melanostomias_pollicifer",0,0,1,22866,0,1,"Melanostomias pollicifer","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1399998664856,NA,NA,NA,NA,NA,NA,2.3
"Melanostomias_stewarti",0,0,1,59212,0,1,"Melanostomias stewarti","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1399998664856,NA,NA,NA,NA,NA,NA,NA
"Melanostomias_tentaculatus",0,0,1,11782,0,1,"Melanostomias tentaculatus","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,13.8
"Melanostomias_valdiviae",0,0,1,7395,0,1,"Melanostomias valdiviae","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,9.9
"Melanostomias_vierecki",0,0,1,59211,0,1,"Melanostomias vierecki","Melanostomias","Melanostomiinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1399998664856,NA,NA,NA,NA,NA,NA,NA
"Melapedalion_breve",0,0,1,16879,1,1,"Melapedalion breve","Melapedalion",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.0699999332428,NA,NA,NA,NA,NA,NA,NA
"Melichthys_indicus",1,0,0,7634,0,1,"Melichthys indicus","Melichthys",NA,"Balistidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.95,NA,NA,-1.68220023852694,-1.89099309336822,0.211938133086516,-0.975108037424933,28.2
"Melichthys_niger",1,0,0,966,0,1,"Melichthys niger","Melichthys",NA,"Balistidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,0.2355,5.8781335457983,NA,2.39,NA,NA,-1.52215522704212,-2.02658329297042,0.137559766165493,-0.937065603692908,27.4
"Melichthys_vidua",1,0,0,5838,0,1,"Melichthys vidua","Melichthys",NA,"Balistidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.38,NA,NA,-1.70035920424671,-1.7228572572329,0.13657330872977,-0.900352206380747,27.6
"Melodichthys_hadrocephalus",0,1,0,56402,0,1,"Melodichthys hadrocephalus","Melodichthys",NA,"Bythitidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,NA,NA,NA,NA,NA
"Membras_analis",0,0,1,7524,1,1,"Membras analis","Membras","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA
"Membras_dissimilis",1,0,0,64893,0,1,"Membras dissimilis","Membras","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.13000011444092,NA,NA,NA,NA,NA,NA,NA
